,id,session_id,date,object,action,strValue,unit_id,user_detail_id,intValue,just_date
260421,261719,2482791060,2017-06-15 14:44:30.051697,3,303,jesturne,4.0,72,,2017-06-15
260422,261720,2482791060,2017-06-15 14:44:30.052654,1,204,jesturne,4.0,72,,2017-06-15
260423,261721,2482791060,2017-06-15 14:44:30.095034,1,205,jesturne,4.0,72,,2017-06-15
260424,261722,2482791060,2017-06-15 14:44:30.524624,0,101,,4.0,72,,2017-06-15
260425,261723,2482791060,2017-06-15 14:44:31.819876,4,401,,4.0,72,4.0,2017-06-15
260426,261724,2482791060,2017-06-15 14:44:41.359469,6,502,,4.0,72,,2017-06-15
260427,261725,2482791060,2017-06-15 14:44:43.957785,6,602,a561b67d55fb75d65ad4dabe8e0f9ed7d7749dd7,4.0,72,,2017-06-15
260428,261726,2482791060,2017-06-15 14:44:45.900466,7,702,07,4.0,72,,2017-06-15
260429,261727,2482791060,2017-06-15 14:44:49.792540,7,701,,4.0,72,,2017-06-15
260430,261728,2482791060,2017-06-15 14:44:52.043038,7,701,,4.0,72,,2017-06-15
260431,261729,2482791060,2017-06-15 14:44:52.821122,7,702,08,4.0,72,,2017-06-15
260432,261730,2482791060,2017-06-15 14:44:53.029297,7,702,03,4.0,72,,2017-06-15
260433,261731,2482791060,2017-06-15 14:44:54.393053,7,701,,4.0,72,,2017-06-15
260434,261732,2482791060,2017-06-15 14:44:55.169751,7,702,06,4.0,72,,2017-06-15
260435,261733,2482791060,2017-06-15 14:44:59.177152,7,701,,4.0,72,,2017-06-15
260436,261734,3165982273,2017-06-15 14:44:48.671886,7,702,08,3.0,75,,2017-06-15
260437,261735,3165982273,2017-06-15 14:44:53.263674,7,701,,3.0,75,,2017-06-15
260438,261736,3165982273,2017-06-15 14:45:04.164676,7,701,,3.0,75,,2017-06-15
260439,261737,3165982273,2017-06-15 14:45:11.731105,7,701,,3.0,75,,2017-06-15
260440,261738,3165982273,2017-06-15 14:45:12.708226,7,702,07,3.0,75,,2017-06-15
260441,261739,2482791060,2017-06-15 14:45:08.994813,7,701,,4.0,72,,2017-06-15
260442,261740,2482791060,2017-06-15 14:45:09.713280,7,701,,4.0,72,,2017-06-15
260443,261741,2482791060,2017-06-15 14:45:15.862455,7,701,,4.0,72,,2017-06-15
260444,261742,2482791060,2017-06-15 14:45:21.180015,7,701,,4.0,72,,2017-06-15
260445,261743,2482791060,2017-06-15 14:45:23.096393,6,502,,4.0,72,,2017-06-15
260446,261744,2482791060,2017-06-15 14:45:23.913743,6,602,19065210efa110c54aa9b5eccf9122a9fb23a2a3,4.0,72,,2017-06-15
260447,261745,2482791060,2017-06-15 14:45:25.982488,7,702,08,4.0,72,,2017-06-15
260448,261746,2482791060,2017-06-15 14:45:27.597571,7,701,,4.0,72,,2017-06-15
260449,261747,2482791060,2017-06-15 14:45:28.525266,7,702,07,4.0,72,,2017-06-15
260450,261748,2482791060,2017-06-15 14:45:28.800720,7,702,03,4.0,72,,2017-06-15
260451,261749,3165982273,2017-06-15 14:45:30.533589,7,701,,3.0,75,,2017-06-15
260452,261750,3165982273,2017-06-15 14:45:38.918269,7,701,,3.0,75,,2017-06-15
260453,261751,2482791060,2017-06-15 14:45:34.281643,7,701,,4.0,72,,2017-06-15
260454,261752,2482791060,2017-06-15 14:45:35.632886,7,701,,4.0,72,,2017-06-15
260455,261753,2482791060,2017-06-15 14:45:36.408573,7,702,06,4.0,72,,2017-06-15
260456,261754,2482791060,2017-06-15 14:45:38.199134,7,701,,4.0,72,,2017-06-15
260457,261755,2482791060,2017-06-15 14:45:39.116753,7,701,,4.0,72,,2017-06-15
260458,261756,2482791060,2017-06-15 14:45:40.716463,7,701,,4.0,72,,2017-06-15
260459,261757,2482791060,2017-06-15 14:45:41.866942,7,701,,4.0,72,,2017-06-15
260460,261758,2482791060,2017-06-15 14:45:43.699707,7,701,,4.0,72,,2017-06-15
260461,261759,2482791060,2017-06-15 14:45:44.593167,7,702,10,4.0,72,,2017-06-15
260462,261760,2482791060,2017-06-15 14:45:46.416781,7,701,,4.0,72,,2017-06-15
260463,261761,2482791060,2017-06-15 14:45:49.614138,6,502,,4.0,72,,2017-06-15
260464,261762,3165982273,2017-06-15 14:46:00.254033,7,701,,3.0,75,,2017-06-15
260465,261763,3165982273,2017-06-15 14:46:02.768616,6,502,,3.0,75,,2017-06-15
260466,261764,3165982273,2017-06-15 15:00:31.716879,6,502,,3.0,75,,2017-06-15
260467,261765,3165982273,2017-06-15 15:00:32.361815,6,602,3dd0a925afd608e7b10e9a74af260825423e3e86,3.0,75,,2017-06-15
260468,261766,3165982273,2017-06-15 15:00:38.461618,7,702,01,3.0,75,,2017-06-15
260469,261767,3165982273,2017-06-15 15:00:41.598473,7,702,08,3.0,75,,2017-06-15
260470,261768,3165982273,2017-06-15 15:00:41.723698,7,702,03,3.0,75,,2017-06-15
260471,261769,3165982273,2017-06-15 15:00:43.432337,7,702,07,3.0,75,,2017-06-15
260472,261770,3165982273,2017-06-15 15:00:48.343977,6,502,,3.0,75,,2017-06-15
260473,261771,3165982273,2017-06-15 15:03:30.290352,6,602,3dd0a925afd608e7b10e9a74af260825423e3e86,3.0,75,,2017-06-15
260474,261772,3165982273,2017-06-15 15:03:32.350938,7,702,01,3.0,75,,2017-06-15
260475,261773,3165982273,2017-06-15 15:03:34.167863,7,702,03,3.0,75,,2017-06-15
260476,261774,3165982273,2017-06-15 15:03:41.406246,6,502,,3.0,75,,2017-06-15
260477,261775,3165982273,2017-06-15 15:03:51.026840,6,602,c1296ef2d6dff6d8b7465a7eaac22650dfae8bd1,3.0,75,,2017-06-15
260478,261776,3165982273,2017-06-15 15:03:52.916968,7,702,03,3.0,75,,2017-06-15
260479,261777,1133786863,2017-06-15 15:04:27.616880,1,201,jesturne,4.0,72,,2017-06-15
260480,261778,1133786863,2017-06-15 15:04:27.933243,1,203,jesturne,4.0,72,,2017-06-15
260481,261779,1133786863,2017-06-15 15:04:27.933644,2,204,jesturne,4.0,72,,2017-06-15
260482,261780,1133786863,2017-06-15 15:04:28.350289,2,301,jesturne,4.0,72,,2017-06-15
260483,261781,1133786863,2017-06-15 15:04:28.350888,3,302,jesturne,4.0,72,,2017-06-15
260484,261782,1133786863,2017-06-15 15:04:28.641651,3,303,jesturne,4.0,72,,2017-06-15
260485,261783,1133786863,2017-06-15 15:04:28.642593,1,204,jesturne,4.0,72,,2017-06-15
260486,261784,1133786863,2017-06-15 15:04:28.681346,1,205,jesturne,4.0,72,,2017-06-15
260487,261785,1133786863,2017-06-15 15:04:28.756474,0,101,,4.0,72,,2017-06-15
260488,261786,1133786863,2017-06-15 15:04:31.698380,4,401,,4.0,72,4.0,2017-06-15
260489,261787,1133786863,2017-06-15 15:04:39.018271,6,502,,4.0,72,,2017-06-15
260490,261788,1133786863,2017-06-15 15:05:01.962023,6,602,e899dc55a23a0a8c01769c5a56f03dc4e9f17505,4.0,72,,2017-06-15
260491,261789,1133786863,2017-06-15 15:05:04.540353,7,702,01,4.0,72,,2017-06-15
260492,261790,3165982273,2017-06-15 15:04:54.949908,7,701,,3.0,75,,2017-06-15
260493,261791,1133786863,2017-06-15 15:05:10.743374,7,701,,4.0,72,,2017-06-15
260494,261792,1133786863,2017-06-15 15:05:17.144433,7,701,,4.0,72,,2017-06-15
260495,261793,1133786863,2017-06-15 15:05:19.211029,7,701,,4.0,72,,2017-06-15
260496,261794,1133786863,2017-06-15 15:05:20.089391,7,702,07,4.0,72,,2017-06-15
260497,261795,1133786863,2017-06-15 15:05:20.363412,7,702,03,4.0,72,,2017-06-15
260498,261796,1133786863,2017-06-15 15:05:25.945520,7,701,,4.0,72,,2017-06-15
260499,261797,1133786863,2017-06-15 15:05:27.895930,7,701,,4.0,72,,2017-06-15
260500,261798,1133786863,2017-06-15 15:05:33.213172,7,701,,4.0,72,,2017-06-15
260501,261799,1133786863,2017-06-15 15:05:34.123336,7,702,08,4.0,72,,2017-06-15
260502,261800,1133786863,2017-06-15 15:05:37.447454,7,701,,4.0,72,,2017-06-15
260503,261801,3165982273,2017-06-15 15:05:30.449796,7,702,06,3.0,75,,2017-06-15
260504,261802,3165982273,2017-06-15 15:05:30.689670,7,702,08,3.0,75,,2017-06-15
260505,261803,3165982273,2017-06-15 15:05:31.630810,7,702,07,3.0,75,,2017-06-15
260506,261804,3165982273,2017-06-15 15:05:34.214396,7,702,03,3.0,75,,2017-06-15
260507,261805,3165982273,2017-06-15 15:05:36.464733,7,702,07,3.0,75,,2017-06-15
260508,261806,3165982273,2017-06-15 15:05:45.198977,7,702,06,3.0,75,,2017-06-15
260509,261807,3165982273,2017-06-15 15:05:46.286037,6,502,,3.0,75,,2017-06-15
260510,261808,1133786863,2017-06-15 15:05:44.864520,7,701,,4.0,72,,2017-06-15
260511,261809,1133786863,2017-06-15 15:05:46.516049,7,701,,4.0,72,,2017-06-15
260512,261810,1133786863,2017-06-15 15:05:53.082653,7,701,,4.0,72,,2017-06-15
260513,261811,1133786863,2017-06-15 15:05:55.499905,7,701,,4.0,72,,2017-06-15
260514,261812,1133786863,2017-06-15 15:05:57.784853,6,502,,4.0,72,,2017-06-15
260515,261813,3165982273,2017-06-15 15:10:25.776515,6,502,,3.0,75,,2017-06-15
260516,261814,3165982273,2017-06-15 15:10:36.735267,5,206,cstrebin,3.0,75,,2017-06-15
260517,261815,1133786863,2017-06-15 15:18:47.699717,6,502,,4.0,72,,2017-06-15
260518,261816,1133786863,2017-06-15 15:18:48.476411,6,602,e75101af0ff2b46742473dc93d4408dd0a6fbc0c,4.0,72,,2017-06-15
260519,261817,1133786863,2017-06-15 15:18:51.073354,7,702,01,4.0,72,,2017-06-15
260520,261818,1133786863,2017-06-15 15:18:53.343210,7,701,,4.0,72,,2017-06-15
260521,261819,1133786863,2017-06-15 15:19:00.410367,7,701,,4.0,72,,2017-06-15
260522,261820,1133786863,2017-06-15 15:19:01.762035,7,701,,4.0,72,,2017-06-15
260523,261821,1133786863,2017-06-15 15:19:03.827906,7,701,,4.0,72,,2017-06-15
260524,261822,1133786863,2017-06-15 15:19:07.111861,7,701,,4.0,72,,2017-06-15
260525,261823,1133786863,2017-06-15 15:19:08.473156,7,702,08,4.0,72,,2017-06-15
260526,261824,1133786863,2017-06-15 15:19:08.682526,7,702,06,4.0,72,,2017-06-15
260527,261825,1133786863,2017-06-15 15:19:09.928741,7,701,,4.0,72,,2017-06-15
260528,261826,1133786863,2017-06-15 15:19:11.055580,7,702,07,4.0,72,,2017-06-15
260529,261827,1133786863,2017-06-15 15:19:13.512607,7,701,,4.0,72,,2017-06-15
260530,261828,1133786863,2017-06-15 15:19:15.606166,7,702,03,4.0,72,,2017-06-15
260531,261829,1133786863,2017-06-15 15:19:26.447727,7,701,,4.0,72,,2017-06-15
260532,261830,1133786863,2017-06-15 15:19:28.015535,7,701,,4.0,72,,2017-06-15
260533,261831,1133786863,2017-06-15 15:19:30.815288,7,701,,4.0,72,,2017-06-15
260534,261832,1133786863,2017-06-15 15:19:35.849019,7,701,,4.0,72,,2017-06-15
260535,261833,1133786863,2017-06-15 15:19:37.532499,7,701,,4.0,72,,2017-06-15
260536,261834,1133786863,2017-06-15 15:19:42.666605,7,701,,4.0,72,,2017-06-15
260537,261835,1133786863,2017-06-15 15:19:47.266937,6,502,,4.0,72,,2017-06-15
260538,261836,1133786863,2017-06-15 15:24:38.314268,6,502,,4.0,72,,2017-06-15
260539,261837,1133786863,2017-06-15 15:24:41.565827,6,602,2a0ee3a313df1e59e94816b3b5ab091d7313352c,4.0,72,,2017-06-15
260540,261838,1133786863,2017-06-15 15:24:43.282726,7,702,07,4.0,72,,2017-06-15
260541,261839,1133786863,2017-06-15 15:24:46.343282,7,701,,4.0,72,,2017-06-15
260542,261840,1133786863,2017-06-15 15:24:47.626312,7,701,,4.0,72,,2017-06-15
260543,261841,1133786863,2017-06-15 15:24:55.543010,7,701,,4.0,72,,2017-06-15
260544,261842,1133786863,2017-06-15 15:24:56.622084,7,702,03,4.0,72,,2017-06-15
260545,261843,1133786863,2017-06-15 15:24:59.793945,7,701,,4.0,72,,2017-06-15
260546,261844,1133786863,2017-06-15 15:25:03.761115,7,701,,4.0,72,,2017-06-15
260547,261845,1133786863,2017-06-15 15:25:05.594296,7,701,,4.0,72,,2017-06-15
260548,261846,1133786863,2017-06-15 15:25:08.344983,7,701,,4.0,72,,2017-06-15
260549,261847,1133786863,2017-06-15 15:25:09.872984,7,702,08,4.0,72,,2017-06-15
260550,261848,1133786863,2017-06-15 15:25:09.987468,7,702,10,4.0,72,,2017-06-15
260551,261849,1133786863,2017-06-15 15:25:11.078750,7,701,,4.0,72,,2017-06-15
260552,261850,1133786863,2017-06-15 15:25:15.089737,6,502,,4.0,72,,2017-06-15
260553,261851,1133786863,2017-06-15 15:31:13.597982,6,502,,4.0,72,,2017-06-15
260554,261852,1133786863,2017-06-15 15:35:45.058139,6,502,,4.0,72,,2017-06-15
260555,261853,1133786863,2017-06-15 15:35:45.744847,6,602,845f482138836679609e1bf496d321d76e41b847,4.0,72,,2017-06-15
260556,261854,1133786863,2017-06-15 15:35:47.812957,7,702,07,4.0,72,,2017-06-15
260557,261855,1133786863,2017-06-15 15:35:54.113323,7,701,,4.0,72,,2017-06-15
260558,261856,1133786863,2017-06-15 15:35:56.081444,7,701,,4.0,72,,2017-06-15
260559,261857,1133786863,2017-06-15 15:35:57.025362,7,702,03,4.0,72,,2017-06-15
260560,261858,1133786863,2017-06-15 15:35:59.914171,7,701,,4.0,72,,2017-06-15
260561,261859,1133786863,2017-06-15 15:36:05.682806,7,701,,4.0,72,,2017-06-15
260562,261860,1133786863,2017-06-15 15:36:07.364879,7,701,,4.0,72,,2017-06-15
260563,261861,1133786863,2017-06-15 15:36:12.500602,7,701,,4.0,72,,2017-06-15
260564,261862,1133786863,2017-06-15 15:36:13.326720,7,702,08,4.0,72,,2017-06-15
260565,261863,1133786863,2017-06-15 15:36:14.999290,7,701,,4.0,72,,2017-06-15
260566,261864,1133786863,2017-06-15 15:36:16.781198,6,502,,4.0,72,,2017-06-15
260567,261865,1133786863,2017-06-15 15:49:13.975167,6,502,,4.0,72,,2017-06-15
260568,261866,1133786863,2017-06-15 15:49:16.402203,6,602,9ff6cb7ff05b8cbf9342a0102bce5c43ed35e3af,4.0,72,,2017-06-15
260569,261867,1133786863,2017-06-15 15:49:18.225898,7,702,01,4.0,72,,2017-06-15
260570,261868,1133786863,2017-06-15 15:50:37.910175,7,701,,4.0,72,,2017-06-15
260571,261869,1133786863,2017-06-15 15:50:39.076913,7,701,,4.0,72,,2017-06-15
260572,261870,1133786863,2017-06-15 15:50:40.576973,7,701,,4.0,72,,2017-06-15
260573,261871,1133786863,2017-06-15 15:50:42.877675,7,701,,4.0,72,,2017-06-15
260574,261872,1133786863,2017-06-15 15:52:01.627086,7,702,03,4.0,72,,2017-06-15
260575,261873,1133786863,2017-06-15 15:52:01.887783,7,702,07,4.0,72,,2017-06-15
260576,261874,1133786863,2017-06-15 15:52:21.440860,7,701,,4.0,72,,2017-06-15
260577,261875,1133786863,2017-06-15 15:52:23.490926,7,701,,4.0,72,,2017-06-15
260578,261876,1133786863,2017-06-15 15:52:24.942540,7,701,,4.0,72,,2017-06-15
260579,261877,1133786863,2017-06-15 15:52:27.358210,7,701,,4.0,72,,2017-06-15
260580,261878,1133786863,2017-06-15 15:52:28.518535,7,702,06,4.0,72,,2017-06-15
260581,261879,1133786863,2017-06-15 15:52:32.709186,7,701,,4.0,72,,2017-06-15
260582,261880,1133786863,2017-06-15 15:52:34.327314,7,701,,4.0,72,,2017-06-15
260583,261881,1133786863,2017-06-15 15:52:35.186161,7,702,08,4.0,72,,2017-06-15
260584,261882,1133786863,2017-06-15 15:52:37.993249,7,701,,4.0,72,,2017-06-15
260585,261883,1133786863,2017-06-15 15:52:39.730878,6,502,,4.0,72,,2017-06-15
260586,261884,1133786863,2017-06-15 15:52:41.034462,6,602,9ff6cb7ff05b8cbf9342a0102bce5c43ed35e3af,4.0,72,,2017-06-15
260587,261885,1133786863,2017-06-15 15:52:42.980524,7,702,01,4.0,72,,2017-06-15
260588,261886,1133786863,2017-06-15 15:52:46.605590,7,702,07,4.0,72,,2017-06-15
260589,261887,1133786863,2017-06-15 15:52:46.760859,7,702,08,4.0,72,,2017-06-15
260590,261888,1133786863,2017-06-15 15:52:48.104564,7,702,03,4.0,72,,2017-06-15
260591,261889,1133786863,2017-06-15 15:52:49.678096,7,701,,4.0,72,,2017-06-15
260592,261890,1133786863,2017-06-15 15:52:51.596642,6,502,,4.0,72,,2017-06-15
260593,261891,1133786863,2017-06-15 16:03:04.879780,6,502,,4.0,72,,2017-06-15
260594,261892,1133786863,2017-06-15 16:03:05.704571,6,602,c170a4764d98b918b8ad5a10e00fbea7644ee5e5,4.0,72,,2017-06-15
260595,261893,1133786863,2017-06-15 16:03:08.148556,7,702,08,4.0,72,,2017-06-15
260596,261894,1133786863,2017-06-15 16:03:38.014186,7,701,,4.0,72,,2017-06-15
260597,261895,1133786863,2017-06-15 16:03:38.976753,7,702,03,4.0,72,,2017-06-15
260598,261896,1133786863,2017-06-15 16:03:40.498236,7,701,,4.0,72,,2017-06-15
260599,261897,1133786863,2017-06-15 16:03:47.765685,7,701,,4.0,72,,2017-06-15
260600,261898,1133786863,2017-06-15 16:03:48.865876,7,701,,4.0,72,,2017-06-15
260601,261899,1133786863,2017-06-15 16:04:03.951548,7,701,,4.0,72,,2017-06-15
260602,261900,1133786863,2017-06-15 16:04:04.723827,7,702,06,4.0,72,,2017-06-15
260603,261901,1133786863,2017-06-15 16:04:04.877083,7,702,07,4.0,72,,2017-06-15
260604,261902,1133786863,2017-06-15 16:04:06.418519,7,701,,4.0,72,,2017-06-15
260605,261903,1133786863,2017-06-15 16:04:07.061631,7,702,10,4.0,72,,2017-06-15
260606,261904,1133786863,2017-06-15 16:04:12.152911,7,701,,4.0,72,,2017-06-15
260607,261905,1133786863,2017-06-15 16:04:13.370198,7,701,,4.0,72,,2017-06-15
260608,261906,1133786863,2017-06-15 16:04:14.202673,7,701,,4.0,72,,2017-06-15
260609,261907,1133786863,2017-06-15 16:04:17.828060,6,502,,4.0,72,,2017-06-15
260610,261908,1133786863,2017-06-15 16:21:36.399253,6,502,,4.0,72,,2017-06-15
260611,261909,1133786863,2017-06-15 16:21:44.542483,6,602,5fcd115dc4b67c0c40c1a779a330157970ba5674,4.0,72,,2017-06-15
260612,261910,1133786863,2017-06-15 16:21:46.416591,7,702,01,4.0,72,,2017-06-15
260613,261911,1133786863,2017-06-15 16:21:48.058236,7,701,,4.0,72,,2017-06-15
260614,261912,1133786863,2017-06-15 16:21:48.958254,7,701,,4.0,72,,2017-06-15
260615,261913,1133786863,2017-06-15 16:21:50.874169,7,701,,4.0,72,,2017-06-15
260616,261914,1133786863,2017-06-15 16:21:51.752550,7,702,08,4.0,72,,2017-06-15
260617,261915,1133786863,2017-06-15 16:21:51.978084,7,702,06,4.0,72,,2017-06-15
260618,261916,1133786863,2017-06-15 16:21:53.209280,7,701,,4.0,72,,2017-06-15
260619,261917,1133786863,2017-06-15 16:21:54.251402,7,702,03,4.0,72,,2017-06-15
260620,261918,1133786863,2017-06-15 16:21:55.691692,7,701,,4.0,72,,2017-06-15
260621,261919,1133786863,2017-06-15 16:21:56.685042,7,702,07,4.0,72,,2017-06-15
260622,261920,1133786863,2017-06-15 16:23:01.967473,7,701,,4.0,72,,2017-06-15
260623,261921,1133786863,2017-06-15 16:23:02.617749,7,701,,4.0,72,,2017-06-15
260624,261922,1133786863,2017-06-15 16:23:05.002062,7,701,,4.0,72,,2017-06-15
260625,261923,1133786863,2017-06-15 16:23:07.502465,7,701,,4.0,72,,2017-06-15
260626,261924,1133786863,2017-06-15 16:23:08.528424,7,702,10,4.0,72,,2017-06-15
260627,261925,1133786863,2017-06-15 16:23:13.752474,7,701,,4.0,72,,2017-06-15
260628,261926,1133786863,2017-06-15 16:23:14.352245,7,701,,4.0,72,,2017-06-15
260629,261927,1133786863,2017-06-15 16:23:17.319762,6,502,,4.0,72,,2017-06-15
260630,261928,1133786863,2017-06-15 16:28:27.921888,6,502,,4.0,72,,2017-06-15
260631,261929,1133786863,2017-06-15 16:32:47.038791,6,502,,4.0,72,,2017-06-15
260632,261930,1133786863,2017-06-15 16:32:47.882560,6,602,0246d013c22cfb04b4f78e48c69d6457549150fe,4.0,72,,2017-06-15
260633,261931,1133786863,2017-06-15 16:32:50.270296,7,702,01,4.0,72,,2017-06-15
260634,261932,1133786863,2017-06-15 16:33:23.321296,7,701,,4.0,72,,2017-06-15
260635,261933,1133786863,2017-06-15 16:33:27.637075,7,701,,4.0,72,,2017-06-15
260636,261934,1133786863,2017-06-15 16:33:31.353852,7,701,,4.0,72,,2017-06-15
260637,261935,1133786863,2017-06-15 16:33:34.920977,7,701,,4.0,72,,2017-06-15
260638,261936,1133786863,2017-06-15 16:33:35.817069,7,702,06,4.0,72,,2017-06-15
260639,261937,1133786863,2017-06-15 16:33:36.039957,7,702,03,4.0,72,,2017-06-15
260640,261938,1133786863,2017-06-15 16:33:38.271707,7,701,,4.0,72,,2017-06-15
260641,261939,1133786863,2017-06-15 16:33:39.498442,7,702,08,4.0,72,,2017-06-15
260642,261940,1133786863,2017-06-15 16:33:43.272149,7,701,,4.0,72,,2017-06-15
260643,261941,1133786863,2017-06-15 16:33:45.874011,7,701,,4.0,72,,2017-06-15
260644,261942,1133786863,2017-06-15 16:33:46.439096,7,701,,4.0,72,,2017-06-15
260645,261943,1133786863,2017-06-15 16:33:52.256770,7,701,,4.0,72,,2017-06-15
260646,261944,1133786863,2017-06-15 16:33:53.200279,7,702,07,4.0,72,,2017-06-15
260647,261945,1133786863,2017-06-15 16:33:54.540411,7,701,,4.0,72,,2017-06-15
260648,261946,1133786863,2017-06-15 16:34:00.507512,7,701,,4.0,72,,2017-06-15
260649,261947,1133786863,2017-06-15 16:34:01.941404,7,701,,4.0,72,,2017-06-15
260650,261948,1133786863,2017-06-15 16:34:03.840458,6,502,,4.0,72,,2017-06-15
260651,261949,1133786863,2017-06-15 16:45:12.877318,6,502,,4.0,72,,2017-06-15
260652,261950,1133786863,2017-06-15 16:45:14.186590,6,602,ccb48b9d976321bab7ef53af92b6efca2a5c5ba6,4.0,72,,2017-06-15
260653,261951,1133786863,2017-06-15 16:45:18.346179,7,702,01,4.0,72,,2017-06-15
260654,261952,1133786863,2017-06-15 16:55:21.047256,7,701,,4.0,72,,2017-06-15
260655,261953,1133786863,2017-06-15 16:55:23.680636,7,701,,4.0,72,,2017-06-15
260656,261954,1133786863,2017-06-15 16:55:26.064039,7,701,,4.0,72,,2017-06-15
260657,261955,1133786863,2017-06-15 16:55:28.259589,7,702,07,4.0,72,,2017-06-15
260658,261956,1133786863,2017-06-15 16:55:28.549963,7,702,06,4.0,72,,2017-06-15
260659,261957,1133786863,2017-06-15 16:55:32.998829,7,701,,4.0,72,,2017-06-15
260660,261958,1133786863,2017-06-15 16:55:34.016710,7,701,,4.0,72,,2017-06-15
260661,261959,1133786863,2017-06-15 16:55:34.892171,7,702,08,4.0,72,,2017-06-15
260662,261960,1133786863,2017-06-15 16:55:36.265822,7,701,,4.0,72,,2017-06-15
260663,261961,1133786863,2017-06-15 16:55:37.042492,7,702,03,4.0,72,,2017-06-15
260664,261962,1133786863,2017-06-15 16:55:38.599253,7,701,,4.0,72,,2017-06-15
260665,261963,1133786863,2017-06-15 16:55:43.416794,7,701,,4.0,72,,2017-06-15
260666,261964,1133786863,2017-06-15 16:55:44.400313,7,701,,4.0,72,,2017-06-15
260667,261965,1133786863,2017-06-15 16:55:46.767597,7,701,,4.0,72,,2017-06-15
260668,261966,1133786863,2017-06-15 16:55:48.467467,7,701,,4.0,72,,2017-06-15
260669,261967,1133786863,2017-06-15 16:55:51.534512,7,701,,4.0,72,,2017-06-15
260670,261968,1133786863,2017-06-15 16:55:53.692549,6,502,,4.0,72,,2017-06-15
260671,261969,1133786863,2017-06-15 16:58:57.443367,5,206,jesturne,4.0,72,,2017-06-15
260672,261970,3148719845,2017-06-16 13:00:32.016998,1,201,nm177735,3.0,68,,2017-06-16
260673,261971,3148719845,2017-06-16 13:00:32.783446,1,202,nm177735,3.0,68,,2017-06-16
260674,261972,747929987,2017-06-16 13:00:47.267679,1,201,nm177725,3.0,68,,2017-06-16
260675,261973,747929987,2017-06-16 13:00:47.432899,1,203,nm177725,3.0,68,,2017-06-16
260676,261974,747929987,2017-06-16 13:00:47.433206,2,204,nm177725,3.0,68,,2017-06-16
260677,261975,747929987,2017-06-16 13:00:53.464910,2,301,nm177725,3.0,68,,2017-06-16
260678,261976,747929987,2017-06-16 13:00:53.465633,3,302,nm177725,3.0,68,,2017-06-16
260679,261977,747929987,2017-06-16 13:00:53.765950,0,101,,3.0,68,,2017-06-16
260680,261978,747929987,2017-06-16 13:00:53.884072,3,303,nm177725,3.0,68,,2017-06-16
260681,261979,747929987,2017-06-16 13:00:53.885048,1,204,nm177725,3.0,68,,2017-06-16
260682,261980,747929987,2017-06-16 13:00:54.016410,1,205,nm177725,3.0,68,,2017-06-16
260683,261981,747929987,2017-06-16 13:00:54.115374,0,101,,3.0,68,,2017-06-16
260684,261982,747929987,2017-06-16 13:00:58.274608,4,401,,3.0,68,3.0,2017-06-16
260685,261983,747929987,2017-06-16 13:01:10.605830,6,502,,3.0,68,,2017-06-16
260686,261984,747929987,2017-06-16 13:01:18.797086,6,602,b7a0edbb7717b8cd2235f87e6d73ea74073e400d,3.0,68,,2017-06-16
260687,261985,747929987,2017-06-16 13:01:21.177314,7,702,07,3.0,68,,2017-06-16
260688,261986,747929987,2017-06-16 13:01:37.212886,7,701,,3.0,68,,2017-06-16
260689,261987,747929987,2017-06-16 13:01:39.362738,7,701,,3.0,68,,2017-06-16
260690,261988,747929987,2017-06-16 13:01:40.994551,7,702,08,3.0,68,,2017-06-16
260691,261989,747929987,2017-06-16 13:01:41.233132,7,702,06,3.0,68,,2017-06-16
260692,261990,747929987,2017-06-16 13:01:42.279949,7,701,,3.0,68,,2017-06-16
260693,261991,747929987,2017-06-16 13:01:42.925264,7,702,03,3.0,68,,2017-06-16
260694,261992,747929987,2017-06-16 13:01:57.216281,7,701,,3.0,68,,2017-06-16
260695,261993,747929987,2017-06-16 13:02:08.184947,7,701,,3.0,68,,2017-06-16
260696,261994,747929987,2017-06-16 13:02:11.018208,7,701,,3.0,68,,2017-06-16
260697,261995,747929987,2017-06-16 13:12:34.939776,7,701,,3.0,68,,2017-06-16
260698,261996,747929987,2017-06-16 13:12:36.206056,7,701,,3.0,68,,2017-06-16
260699,261997,747929987,2017-06-16 13:12:44.254237,7,701,,3.0,68,,2017-06-16
260700,261998,747929987,2017-06-16 13:12:45.987794,6,502,,3.0,68,,2017-06-16
260701,261999,747929987,2017-06-16 13:12:47.130242,6,602,9d6ee4bf3b61e3656bae1f8845f7736b5eff9db3,3.0,68,,2017-06-16
260702,262000,747929987,2017-06-16 13:12:48.988920,7,702,01,3.0,68,,2017-06-16
260703,262001,747929987,2017-06-16 13:12:51.855381,7,701,,3.0,68,,2017-06-16
260704,262002,747929987,2017-06-16 13:12:54.139027,7,701,,3.0,68,,2017-06-16
260705,262003,747929987,2017-06-16 13:12:55.689300,7,701,,3.0,68,,2017-06-16
260706,262004,747929987,2017-06-16 13:12:56.467933,7,702,07,3.0,68,,2017-06-16
260707,262005,747929987,2017-06-16 13:12:56.775790,7,702,06,3.0,68,,2017-06-16
260708,262006,747929987,2017-06-16 13:12:59.140083,7,701,,3.0,68,,2017-06-16
260709,262007,747929987,2017-06-16 13:13:01.656757,7,701,,3.0,68,,2017-06-16
260710,262008,747929987,2017-06-16 13:13:02.756843,7,701,,3.0,68,,2017-06-16
