,id,session_id,date,object,action,strValue,unit_id,user_detail_id,intValue,just_date
252633,253931,1315681607,2017-05-18 15:34:31.370655,7,701,,4.0,72,,2017-05-18
252634,253932,1315681607,2017-05-18 15:34:33.053636,7,701,,4.0,72,,2017-05-18
252635,253933,1315681607,2017-05-18 15:34:34.098318,7,702,06,4.0,72,,2017-05-18
252636,253934,1315681607,2017-05-18 15:34:34.306858,7,702,03,4.0,72,,2017-05-18
252637,253935,1315681607,2017-05-18 15:34:36.071032,7,701,,4.0,72,,2017-05-18
252638,253936,1315681607,2017-05-18 15:34:36.964385,7,702,08,4.0,72,,2017-05-18
252639,253937,1315681607,2017-05-18 15:34:38.854706,7,701,,4.0,72,,2017-05-18
252640,253938,1315681607,2017-05-18 15:34:41.955094,7,701,,4.0,72,,2017-05-18
252641,253939,4197214374,2017-05-18 15:34:32.458281,7,701,,3.0,67,,2017-05-18
252642,253940,4197214374,2017-05-18 15:34:33.857508,7,701,,3.0,67,,2017-05-18
252643,253941,4197214374,2017-05-18 15:34:36.725415,7,701,,3.0,67,,2017-05-18
252644,253942,4197214374,2017-05-18 15:34:38.535521,7,702,07,3.0,67,,2017-05-18
252645,253943,1315681607,2017-05-18 15:34:43.238502,7,701,,4.0,72,,2017-05-18
252646,253944,1315681607,2017-05-18 15:34:46.205534,7,701,,4.0,72,,2017-05-18
252647,253945,4197214374,2017-05-18 15:34:43.426431,7,701,,3.0,67,,2017-05-18
252648,253946,1315681607,2017-05-18 15:34:48.706064,7,701,,4.0,72,,2017-05-18
252649,253947,1315681607,2017-05-18 15:34:51.073890,6,502,,4.0,72,,2017-05-18
252650,253948,1315681607,2017-05-18 15:35:02.408308,5,206,jesturne,4.0,72,,2017-05-18
252651,253949,4197214374,2017-05-18 15:35:28.682759,7,701,,3.0,67,,2017-05-18
252652,253950,4197214374,2017-05-18 15:35:30.449638,7,701,,3.0,67,,2017-05-18
252653,253951,4197214374,2017-05-18 15:35:31.865275,7,701,,3.0,67,,2017-05-18
252654,253952,4197214374,2017-05-18 15:35:32.515050,7,701,,3.0,67,,2017-05-18
252655,253953,4197214374,2017-05-18 15:35:37.323311,6,502,,3.0,67,,2017-05-18
252704,254002,2831223833,2017-05-19 13:53:52.059835,1,201,theeren,4.0,71,,2017-05-19
252705,254003,2831223833,2017-05-19 13:53:53.488583,1,203,theeren,4.0,71,,2017-05-19
252706,254004,2831223833,2017-05-19 13:53:53.488966,2,204,theeren,4.0,71,,2017-05-19
252707,254005,2831223833,2017-05-19 13:53:56.598722,2,301,theeren,4.0,71,,2017-05-19
252708,254006,2831223833,2017-05-19 13:53:56.599414,3,302,theeren,4.0,71,,2017-05-19
252709,254007,2831223833,2017-05-19 13:53:57.329843,3,303,theeren,4.0,71,,2017-05-19
252710,254008,2831223833,2017-05-19 13:53:57.330791,1,204,theeren,4.0,71,,2017-05-19
252711,254009,2831223833,2017-05-19 13:53:57.556589,0,101,,4.0,71,,2017-05-19
252712,254010,2831223833,2017-05-19 13:53:57.756210,1,205,theeren,4.0,71,,2017-05-19
252713,254011,2831223833,2017-05-19 13:53:57.889413,0,101,,4.0,71,,2017-05-19
252714,254012,2831223833,2017-05-19 13:54:02.694033,4,401,,4.0,71,4.0,2017-05-19
252715,254013,2831223833,2017-05-19 13:54:14.476323,6,502,,4.0,71,,2017-05-19
252716,254014,2831223833,2017-05-19 13:56:13.670472,6,602,b9ed4fba304cf9b20035c9651011af2302c06416,4.0,71,,2017-05-19
252717,254015,2831223833,2017-05-19 13:56:16.292741,7,702,08,4.0,71,,2017-05-19
252718,254016,2831223833,2017-05-19 13:56:19.246905,7,701,,4.0,71,,2017-05-19
252719,254017,2831223833,2017-05-19 13:56:21.959401,7,702,06,4.0,71,,2017-05-19
252720,254018,2831223833,2017-05-19 13:56:22.167163,7,702,07,4.0,71,,2017-05-19
252721,254019,2831223833,2017-05-19 13:56:24.682524,7,701,,4.0,71,,2017-05-19
252722,254020,2831223833,2017-05-19 13:56:26.029668,7,702,03,4.0,71,,2017-05-19
252723,254021,2831223833,2017-05-19 13:56:29.973969,7,704,dvt,4.0,71,,2017-05-19
252724,254022,2831223833,2017-05-19 13:56:38.659973,7,702,10,4.0,71,,2017-05-19
252725,254023,2831223833,2017-05-19 13:56:41.110205,7,702,06,4.0,71,,2017-05-19
252726,254024,2831223833,2017-05-19 13:56:45.621303,7,703,dvt,4.0,71,,2017-05-19
252727,254025,2831223833,2017-05-19 13:56:47.601217,7,701,,4.0,71,,2017-05-19
252728,254026,2831223833,2017-05-19 13:56:49.334823,7,701,,4.0,71,,2017-05-19
252729,254027,2831223833,2017-05-19 13:56:51.078163,7,702,10,4.0,71,,2017-05-19
252730,254028,2831223833,2017-05-19 13:56:53.452023,7,701,,4.0,71,,2017-05-19
252731,254029,2831223833,2017-05-19 13:56:55.168594,7,701,,4.0,71,,2017-05-19
252732,254030,2831223833,2017-05-19 13:57:09.144504,7,704,linesFood,4.0,71,,2017-05-19
252733,254031,2831223833,2017-05-19 13:57:21.225115,7,703,linesFood,4.0,71,,2017-05-19
252734,254032,2831223833,2017-05-19 13:57:26.510637,7,704,linesFood,4.0,71,,2017-05-19
252735,254033,2831223833,2017-05-19 13:57:44.028149,7,703,linesFood,4.0,71,,2017-05-19
252736,254034,2831223833,2017-05-19 13:58:41.250113,7,701,,4.0,71,,2017-05-19
252737,254035,2831223833,2017-05-19 13:58:52.202388,7,701,,4.0,71,,2017-05-19
252738,254036,2831223833,2017-05-19 13:59:50.936089,7,702,07,4.0,71,,2017-05-19
252739,254037,2831223833,2017-05-19 13:59:59.139456,6,502,,4.0,71,,2017-05-19
252740,254038,2831223833,2017-05-19 14:02:41.672729,6,502,,4.0,71,,2017-05-19
252741,254039,2831223833,2017-05-19 14:02:44.276644,6,602,75294a78fad156bff33bdd39ee419c55262dfbea,4.0,71,,2017-05-19
252742,254040,2831223833,2017-05-19 14:02:46.416843,7,702,03,4.0,71,,2017-05-19
252743,254041,2831223833,2017-05-19 14:03:31.573221,7,701,,4.0,71,,2017-05-19
252744,254042,2831223833,2017-05-19 14:03:46.958601,7,701,,4.0,71,,2017-05-19
252745,254043,2831223833,2017-05-19 14:03:49.442178,7,701,,4.0,71,,2017-05-19
252746,254044,2831223833,2017-05-19 14:03:53.244395,7,701,,4.0,71,,2017-05-19
252747,254045,2831223833,2017-05-19 14:04:19.123919,7,702,07,4.0,71,,2017-05-19
252748,254046,2831223833,2017-05-19 14:04:19.398223,7,702,06,4.0,71,,2017-05-19
252749,254047,2831223833,2017-05-19 14:04:39.249176,7,701,,4.0,71,,2017-05-19
252750,254048,2831223833,2017-05-19 14:04:40.149322,7,701,,4.0,71,,2017-05-19
252751,254049,2831223833,2017-05-19 14:04:41.376285,7,702,08,4.0,71,,2017-05-19
252752,254050,2831223833,2017-05-19 14:04:43.067602,7,701,,4.0,71,,2017-05-19
252753,254051,2831223833,2017-05-19 14:04:46.883787,7,701,,4.0,71,,2017-05-19
252754,254052,2831223833,2017-05-19 14:04:54.296399,6,502,,4.0,71,,2017-05-19
252755,254053,2831223833,2017-05-19 14:04:56.310851,6,602,6dd89b8bae49e7838236bcb580c83ab574689830,4.0,71,,2017-05-19
252756,254054,2831223833,2017-05-19 14:04:58.903015,7,702,01,4.0,71,,2017-05-19
252757,254055,2831223833,2017-05-19 14:07:44.741478,7,701,,4.0,71,,2017-05-19
252758,254056,2831223833,2017-05-19 14:07:53.992600,7,701,,4.0,71,,2017-05-19
252759,254057,2831223833,2017-05-19 14:07:56.176406,7,701,,4.0,71,,2017-05-19
252760,254058,2831223833,2017-05-19 14:07:58.105430,7,702,07,4.0,71,,2017-05-19
252761,254059,2831223833,2017-05-19 14:07:58.378558,7,702,03,4.0,71,,2017-05-19
252762,254060,2831223833,2017-05-19 14:08:03.012375,7,701,,4.0,71,,2017-05-19
252763,254061,2831223833,2017-05-19 14:08:04.844357,7,701,,4.0,71,,2017-05-19
252764,254062,2831223833,2017-05-19 14:08:06.054442,7,702,06,4.0,71,,2017-05-19
252765,254063,2831223833,2017-05-19 14:08:11.330991,7,701,,4.0,71,,2017-05-19
252766,254064,2831223833,2017-05-19 14:08:20.763074,7,701,,4.0,71,,2017-05-19
252767,254065,2831223833,2017-05-19 14:08:23.046549,7,701,,4.0,71,,2017-05-19
252768,254066,2831223833,2017-05-19 14:08:26.464209,7,701,,4.0,71,,2017-05-19
252769,254067,2831223833,2017-05-19 14:17:05.968753,7,702,08,4.0,71,,2017-05-19
252770,254068,2831223833,2017-05-19 14:17:08.725918,7,701,,4.0,71,,2017-05-19
252771,254069,2831223833,2017-05-19 14:17:10.319248,7,702,10,4.0,71,,2017-05-19
252772,254070,2831223833,2017-05-19 14:17:12.026403,7,701,,4.0,71,,2017-05-19
252773,254071,2831223833,2017-05-19 14:17:34.375659,6,502,,4.0,71,,2017-05-19
252774,254072,2831223833,2017-05-19 14:18:37.896675,6,602,37e2ca907b6b9c2fb5202767c096a73b6c18c5d9,4.0,71,,2017-05-19
252775,254073,2831223833,2017-05-19 14:18:41.040002,7,702,01,4.0,71,,2017-05-19
252776,254074,2831223833,2017-05-19 14:18:46.206046,7,701,,4.0,71,,2017-05-19
252777,254075,2831223833,2017-05-19 14:18:51.391683,7,701,,4.0,71,,2017-05-19
252778,254076,2831223833,2017-05-19 14:18:55.740925,7,701,,4.0,71,,2017-05-19
252779,254077,2831223833,2017-05-19 14:19:03.937332,7,702,03,4.0,71,,2017-05-19
252780,254078,2831223833,2017-05-19 14:19:04.325246,7,702,08,4.0,71,,2017-05-19
252781,254079,2831223833,2017-05-19 14:19:06.609843,7,701,,4.0,71,,2017-05-19
252782,254080,2831223833,2017-05-19 14:19:09.608950,7,701,,4.0,71,,2017-05-19
252783,254081,2831223833,2017-05-19 14:19:17.560211,7,701,,4.0,71,,2017-05-19
252784,254082,711805646,2017-05-19 14:22:28.911894,1,201,jesturne,3.0,72,,2017-05-19
252785,254083,711805646,2017-05-19 14:22:29.156846,1,203,jesturne,3.0,72,,2017-05-19
252786,254084,711805646,2017-05-19 14:22:29.157424,2,204,jesturne,3.0,72,,2017-05-19
252787,254085,711805646,2017-05-19 14:22:29.211148,2,301,jesturne,3.0,72,,2017-05-19
252788,254086,711805646,2017-05-19 14:22:29.211718,3,302,jesturne,3.0,72,,2017-05-19
252789,254087,711805646,2017-05-19 14:22:29.245942,3,303,jesturne,3.0,72,,2017-05-19
252790,254088,711805646,2017-05-19 14:22:29.246740,1,204,jesturne,3.0,72,,2017-05-19
252791,254089,711805646,2017-05-19 14:22:29.417621,1,205,jesturne,3.0,72,,2017-05-19
252792,254090,711805646,2017-05-19 14:22:29.929761,0,101,,3.0,72,,2017-05-19
252793,254091,711805646,2017-05-19 14:22:31.783396,4,401,,3.0,72,3.0,2017-05-19
252794,254092,711805646,2017-05-19 14:22:49.336666,6,502,,3.0,72,,2017-05-19
252795,254093,711805646,2017-05-19 14:23:11.900127,6,602,b8408127bc1c712c75ecbddcfc48b0d38a48c735,3.0,72,,2017-05-19
252796,254094,711805646,2017-05-19 14:23:13.966070,7,702,01,3.0,72,,2017-05-19
252797,254095,711805646,2017-05-19 14:23:16.671490,7,701,,3.0,72,,2017-05-19
252798,254096,711805646,2017-05-19 14:23:24.771996,7,701,,3.0,72,,2017-05-19
252799,254097,711805646,2017-05-19 14:23:27.074603,7,701,,3.0,72,,2017-05-19
252800,254098,711805646,2017-05-19 14:23:29.032083,7,702,07,3.0,72,,2017-05-19
252801,254099,711805646,2017-05-19 14:23:29.137242,7,702,08,3.0,72,,2017-05-19
252802,254100,711805646,2017-05-19 14:23:35.874545,7,701,,3.0,72,,2017-05-19
252803,254101,711805646,2017-05-19 14:23:39.558417,7,701,,3.0,72,,2017-05-19
252804,254102,711805646,2017-05-19 14:23:40.601839,7,702,06,3.0,72,,2017-05-19
252805,254103,711805646,2017-05-19 14:23:42.192045,7,701,,3.0,72,,2017-05-19
252806,254104,711805646,2017-05-19 14:23:43.106626,7,702,03,3.0,72,,2017-05-19
252807,254105,711805646,2017-05-19 14:23:47.076300,7,701,,3.0,72,,2017-05-19
252808,254106,711805646,2017-05-19 14:23:49.744406,7,701,,3.0,72,,2017-05-19
252809,254107,711805646,2017-05-19 14:23:51.543811,7,701,,3.0,72,,2017-05-19
252810,254108,711805646,2017-05-19 14:23:53.275926,7,701,,3.0,72,,2017-05-19
252811,254109,711805646,2017-05-19 14:23:56.159898,7,701,,3.0,72,,2017-05-19
252812,254110,711805646,2017-05-19 14:24:03.793381,7,702,08,3.0,72,,2017-05-19
252813,254111,711805646,2017-05-19 14:24:36.175788,7,702,06,3.0,72,,2017-05-19
252814,254112,711805646,2017-05-19 14:24:37.092550,7,702,08,3.0,72,,2017-05-19
252815,254113,711805646,2017-05-19 14:24:39.115802,7,702,07,3.0,72,,2017-05-19
252816,254114,711805646,2017-05-19 14:24:41.126538,7,702,01,3.0,72,,2017-05-19
252817,254115,711805646,2017-05-19 14:24:45.846348,6,502,,3.0,72,,2017-05-19
252818,254116,2831223833,2017-05-19 14:25:09.741925,7,701,,4.0,71,,2017-05-19
252819,254117,2831223833,2017-05-19 14:26:04.342674,7,702,07,4.0,71,,2017-05-19
252820,254118,2831223833,2017-05-19 14:26:08.483973,7,701,,4.0,71,,2017-05-19
252821,254119,2831223833,2017-05-19 14:26:09.593589,7,702,06,4.0,71,,2017-05-19
252822,254120,2831223833,2017-05-19 14:26:19.268241,7,701,,4.0,71,,2017-05-19
252823,254121,2831223833,2017-05-19 14:26:25.586921,7,701,,4.0,71,,2017-05-19
252824,254122,2831223833,2017-05-19 14:26:30.654525,7,701,,4.0,71,,2017-05-19
252825,254123,2831223833,2017-05-19 14:26:52.707394,7,701,,4.0,71,,2017-05-19
252826,254124,2831223833,2017-05-19 14:26:58.471482,6,502,,4.0,71,,2017-05-19
252827,254125,711805646,2017-05-19 14:28:59.758024,6,502,,3.0,72,,2017-05-19
252828,254126,711805646,2017-05-19 14:29:00.513606,6,602,24485402a7497ede54fb1e9841e94ceb252018d3,3.0,72,,2017-05-19
252829,254127,711805646,2017-05-19 14:29:03.144644,7,702,03,3.0,72,,2017-05-19
252830,254128,711805646,2017-05-19 14:29:05.501381,7,701,,3.0,72,,2017-05-19
252831,254129,711805646,2017-05-19 14:29:07.485952,7,701,,3.0,72,,2017-05-19
252832,254130,711805646,2017-05-19 14:29:08.419764,7,701,,3.0,72,,2017-05-19
252833,254131,711805646,2017-05-19 14:29:10.270486,7,701,,3.0,72,,2017-05-19
252834,254132,711805646,2017-05-19 14:29:12.167801,7,701,,3.0,72,,2017-05-19
252835,254133,711805646,2017-05-19 14:29:13.144658,7,702,07,3.0,72,,2017-05-19
252836,254134,711805646,2017-05-19 14:29:13.340218,7,702,08,3.0,72,,2017-05-19
252837,254135,711805646,2017-05-19 14:29:14.736945,7,701,,3.0,72,,2017-05-19
252838,254136,711805646,2017-05-19 14:29:15.653996,7,701,,3.0,72,,2017-05-19
252839,254137,711805646,2017-05-19 14:29:16.614734,7,702,06,3.0,72,,2017-05-19
252840,254138,711805646,2017-05-19 14:29:17.954839,7,701,,3.0,72,,2017-05-19
252841,254139,711805646,2017-05-19 14:29:20.687911,7,701,,3.0,72,,2017-05-19
252842,254140,711805646,2017-05-19 14:29:23.747604,6,502,,3.0,72,,2017-05-19
252843,254141,711805646,2017-05-19 14:29:25.635788,6,602,d5e9872ab70ba0d26c455359a7707a5ca48bc065,3.0,72,,2017-05-19
252844,254142,711805646,2017-05-19 14:29:28.954360,7,702,01,3.0,72,,2017-05-19
252845,254143,2831223833,2017-05-19 14:40:20.534541,6,502,,4.0,71,,2017-05-19
252846,254144,2831223833,2017-05-19 14:40:22.603216,6,602,6fed5b83d00d4c25cd7b011057a82bb5eda0240b,4.0,71,,2017-05-19
252847,254145,2831223833,2017-05-19 14:40:25.069854,7,702,07,4.0,71,,2017-05-19
252848,254146,2831223833,2017-05-19 14:40:35.763186,7,701,,4.0,71,,2017-05-19
252849,254147,2831223833,2017-05-19 14:40:36.763385,7,701,,4.0,71,,2017-05-19
252850,254148,2831223833,2017-05-19 14:40:37.841240,7,702,08,4.0,71,,2017-05-19
252851,254149,2831223833,2017-05-19 14:40:38.049321,7,702,03,4.0,71,,2017-05-19
252852,254150,2831223833,2017-05-19 14:40:39.595708,7,701,,4.0,71,,2017-05-19
252853,254151,2831223833,2017-05-19 14:40:58.333001,7,701,,4.0,71,,2017-05-19
252854,254152,2831223833,2017-05-19 14:40:59.250054,7,701,,4.0,71,,2017-05-19
252855,254153,2831223833,2017-05-19 14:41:23.843323,7,704,linesFood,4.0,71,,2017-05-19
252856,254154,2831223833,2017-05-19 14:41:30.597266,7,702,07,4.0,71,,2017-05-19
252857,254155,2831223833,2017-05-19 14:41:33.839257,7,703,linesFood,4.0,71,,2017-05-19
252858,254156,2831223833,2017-05-19 14:41:35.856068,7,701,,4.0,71,,2017-05-19
252859,254157,2831223833,2017-05-19 14:41:56.624539,7,701,,4.0,71,,2017-05-19
252860,254158,2831223833,2017-05-19 14:44:33.964673,6,502,,4.0,71,,2017-05-19
252861,254159,2831223833,2017-05-19 14:50:45.091375,6,502,,4.0,71,,2017-05-19
252862,254160,2831223833,2017-05-19 14:50:48.324510,6,602,2265516f326cf9ea002bfd4a21dc122a63e0e380,4.0,71,,2017-05-19
252863,254161,2831223833,2017-05-19 14:50:51.470119,7,702,06,4.0,71,,2017-05-19
252864,254162,2831223833,2017-05-19 14:50:57.840550,7,704,antibiotics,4.0,71,,2017-05-19
252865,254163,2831223833,2017-05-19 14:51:09.378842,7,702,07,4.0,71,,2017-05-19
252866,254164,2831223833,2017-05-19 14:51:09.652309,7,702,08,4.0,71,,2017-05-19
252867,254165,2831223833,2017-05-19 14:51:11.469604,7,703,antibiotics,4.0,71,,2017-05-19
252868,254166,2831223833,2017-05-19 14:51:13.417817,7,701,,4.0,71,,2017-05-19
252869,254167,2831223833,2017-05-19 14:51:16.357721,7,704,antibiotics,4.0,71,,2017-05-19
252870,254168,711805646,2017-05-19 14:52:04.128580,7,701,,3.0,72,,2017-05-19
252871,254169,711805646,2017-05-19 14:52:05.677883,7,701,,3.0,72,,2017-05-19
252872,254170,2831223833,2017-05-19 14:52:08.996440,7,703,antibiotics,4.0,71,,2017-05-19
252873,254171,2831223833,2017-05-19 14:52:16.624976,6,502,,4.0,71,,2017-05-19
252874,254172,2831223833,2017-05-19 14:52:17.987346,6,602,2265516f326cf9ea002bfd4a21dc122a63e0e380,4.0,71,,2017-05-19
252875,254173,2831223833,2017-05-19 14:52:20.322424,7,702,08,4.0,71,,2017-05-19
252876,254174,711805646,2017-05-19 14:52:09.660452,7,701,,3.0,72,,2017-05-19
252877,254175,711805646,2017-05-19 14:52:12.005921,7,702,06,3.0,72,,2017-05-19
252878,254176,711805646,2017-05-19 14:52:12.163143,7,702,08,3.0,72,,2017-05-19
252879,254177,711805646,2017-05-19 14:52:21.245532,7,701,,3.0,72,,2017-05-19
252880,254178,711805646,2017-05-19 14:52:22.239456,7,702,07,3.0,72,,2017-05-19
252881,254179,711805646,2017-05-19 14:52:23.679827,7,701,,3.0,72,,2017-05-19
252882,254180,711805646,2017-05-19 14:52:24.656515,7,702,03,3.0,72,,2017-05-19
252883,254181,2831223833,2017-05-19 14:52:25.480382,7,701,,4.0,71,,2017-05-19
252884,254182,2831223833,2017-05-19 14:52:27.242447,7,702,03,4.0,71,,2017-05-19
252885,254183,2831223833,2017-05-19 14:52:31.354194,7,704,linesFood,4.0,71,,2017-05-19
252886,254184,2831223833,2017-05-19 14:52:47.019174,7,703,linesFood,4.0,71,,2017-05-19
252887,254185,2831223833,2017-05-19 14:52:49.668272,7,701,,4.0,71,,2017-05-19
252888,254186,711805646,2017-05-19 14:52:39.514638,7,701,,3.0,72,,2017-05-19
252889,254187,711805646,2017-05-19 14:52:41.098701,7,701,,3.0,72,,2017-05-19
252890,254188,2831223833,2017-05-19 14:52:56.867967,7,701,,4.0,71,,2017-05-19
252891,254189,2831223833,2017-05-19 14:53:02.252540,7,701,,4.0,71,,2017-05-19
252892,254190,2831223833,2017-05-19 14:53:03.368702,7,701,,4.0,71,,2017-05-19
252893,254191,2831223833,2017-05-19 14:53:19.421849,7,701,,4.0,71,,2017-05-19
252894,254192,711805646,2017-05-19 14:54:12.360988,7,701,,3.0,72,,2017-05-19
252895,254193,711805646,2017-05-19 14:54:55.366573,7,701,,3.0,72,,2017-05-19
252896,254194,711805646,2017-05-19 14:54:56.801709,7,701,,3.0,72,,2017-05-19
252897,254195,711805646,2017-05-19 14:54:59.533960,7,701,,3.0,72,,2017-05-19
252898,254196,711805646,2017-05-19 14:55:01.628017,7,702,08,3.0,72,,2017-05-19
252899,254197,711805646,2017-05-19 14:55:03.333004,6,502,,3.0,72,,2017-05-19
252900,254198,711805646,2017-05-19 14:57:35.648274,6,502,,3.0,72,,2017-05-19
252901,254199,711805646,2017-05-19 14:57:37.153253,6,602,024b9efd4cd18983daebe610130cc4c7853075c6,3.0,72,,2017-05-19
252902,254200,711805646,2017-05-19 14:57:39.515719,7,702,07,3.0,72,,2017-05-19
252903,254201,711805646,2017-05-19 14:58:19.595096,7,701,,3.0,72,,2017-05-19
252904,254202,711805646,2017-05-19 14:58:21.811877,7,701,,3.0,72,,2017-05-19
252905,254203,711805646,2017-05-19 14:58:23.280119,7,701,,3.0,72,,2017-05-19
252906,254204,711805646,2017-05-19 14:58:24.271073,7,702,08,3.0,72,,2017-05-19
252907,254205,711805646,2017-05-19 14:58:24.432309,7,702,03,3.0,72,,2017-05-19
252908,254206,711805646,2017-05-19 14:58:26.795800,7,701,,3.0,72,,2017-05-19
252909,254207,711805646,2017-05-19 14:58:27.756483,7,702,10,3.0,72,,2017-05-19
252910,254208,711805646,2017-05-19 14:58:30.647244,7,701,,3.0,72,,2017-05-19
252911,254209,711805646,2017-05-19 14:58:32.598322,7,701,,3.0,72,,2017-05-19
252912,254210,711805646,2017-05-19 14:58:33.848011,7,701,,3.0,72,,2017-05-19
252913,254211,711805646,2017-05-19 14:58:37.331277,7,701,,3.0,72,,2017-05-19
252914,254212,711805646,2017-05-19 14:58:41.837553,6,502,,3.0,72,,2017-05-19
252915,254213,711805646,2017-05-19 15:03:30.714293,6,502,,3.0,72,,2017-05-19
252916,254214,711805646,2017-05-19 15:03:32.519381,6,602,6b349800c34efcf596cb4e73403d3ceaafc08af3,3.0,72,,2017-05-19
252917,254215,711805646,2017-05-19 15:03:34.622809,7,702,07,3.0,72,,2017-05-19
252918,254216,2831223833,2017-05-19 15:03:37.689512,7,701,,4.0,71,,2017-05-19
252919,254217,2831223833,2017-05-19 15:03:48.871263,7,702,07,4.0,71,,2017-05-19
252920,254218,2831223833,2017-05-19 15:03:55.932086,7,704,dvt,4.0,71,,2017-05-19
252921,254219,2831223833,2017-05-19 15:04:01.178452,7,703,dvt,4.0,71,,2017-05-19
252922,254220,2831223833,2017-05-19 15:04:03.259371,7,701,,4.0,71,,2017-05-19
252923,254221,2831223833,2017-05-19 15:04:04.393471,7,701,,4.0,71,,2017-05-19
252924,254222,2831223833,2017-05-19 15:04:07.456138,6,502,,4.0,71,,2017-05-19
252925,254223,711805646,2017-05-19 15:04:47.181629,7,701,,3.0,72,,2017-05-19
252926,254224,711805646,2017-05-19 15:04:47.981651,7,701,,3.0,72,,2017-05-19
252927,254225,711805646,2017-05-19 15:04:48.707122,7,702,06,3.0,72,,2017-05-19
252928,254226,711805646,2017-05-19 15:04:48.866870,7,702,08,3.0,72,,2017-05-19
252929,254227,711805646,2017-05-19 15:04:50.032823,7,701,,3.0,72,,2017-05-19
252930,254228,711805646,2017-05-19 15:04:50.792482,7,702,03,3.0,72,,2017-05-19
252931,254229,711805646,2017-05-19 15:04:52.215761,7,701,,3.0,72,,2017-05-19
252932,254230,711805646,2017-05-19 15:04:56.199387,7,701,,3.0,72,,2017-05-19
252933,254231,711805646,2017-05-19 15:04:58.550235,7,701,,3.0,72,,2017-05-19
252934,254232,711805646,2017-05-19 15:05:01.016790,7,701,,3.0,72,,2017-05-19
252935,254233,711805646,2017-05-19 15:05:04.518353,7,701,,3.0,72,,2017-05-19
252936,254234,711805646,2017-05-19 15:05:06.913122,6,502,,3.0,72,,2017-05-19
252937,254235,711805646,2017-05-19 15:05:08.132122,6,602,81f846b736015f57c4d4d270973660b85357a477,3.0,72,,2017-05-19
252938,254236,711805646,2017-05-19 15:05:10.598005,7,702,03,3.0,72,,2017-05-19
252939,254237,711805646,2017-05-19 15:05:21.636380,7,701,,3.0,72,,2017-05-19
252940,254238,711805646,2017-05-19 15:05:24.805619,7,701,,3.0,72,,2017-05-19
252941,254239,711805646,2017-05-19 15:05:26.654789,7,701,,3.0,72,,2017-05-19
252942,254240,711805646,2017-05-19 15:05:29.188333,7,701,,3.0,72,,2017-05-19
252943,254241,711805646,2017-05-19 15:05:30.197553,7,702,06,3.0,72,,2017-05-19
252944,254242,711805646,2017-05-19 15:05:30.355937,7,702,08,3.0,72,,2017-05-19
252945,254243,711805646,2017-05-19 15:05:32.238413,7,701,,3.0,72,,2017-05-19
252946,254244,711805646,2017-05-19 15:05:33.031722,7,702,07,3.0,72,,2017-05-19
252947,254245,711805646,2017-05-19 15:05:34.689049,7,701,,3.0,72,,2017-05-19
252948,254246,711805646,2017-05-19 15:05:37.688357,7,701,,3.0,72,,2017-05-19
252949,254247,711805646,2017-05-19 15:05:39.522431,7,701,,3.0,72,,2017-05-19
252950,254248,711805646,2017-05-19 15:05:44.740623,7,701,,3.0,72,,2017-05-19
252951,254249,711805646,2017-05-19 15:05:46.833143,6,502,,3.0,72,,2017-05-19
252952,254250,711805646,2017-05-19 15:05:48.547914,6,602,81f846b736015f57c4d4d270973660b85357a477,3.0,72,,2017-05-19
252953,254251,711805646,2017-05-19 15:05:50.476666,7,702,08,3.0,72,,2017-05-19
252954,254252,711805646,2017-05-19 15:05:52.066071,7,702,03,3.0,72,,2017-05-19
252955,254253,711805646,2017-05-19 15:05:52.358128,7,702,07,3.0,72,,2017-05-19
252956,254254,711805646,2017-05-19 15:05:54.334526,7,702,06,3.0,72,,2017-05-19
252957,254255,711805646,2017-05-19 15:05:57.841044,7,701,,3.0,72,,2017-05-19
252958,254256,711805646,2017-05-19 15:06:02.071719,6,502,,3.0,72,,2017-05-19
252959,254257,711805646,2017-05-19 15:06:20.181994,5,206,jesturne,3.0,72,,2017-05-19
252960,254258,2831223833,2017-05-19 15:14:04.741645,6,502,,4.0,71,,2017-05-19
252961,254259,2831223833,2017-05-19 15:14:06.243980,6,602,7a2306cbdeb6c8d6087279f0df15bbfdb3df0218,4.0,71,,2017-05-19
252962,254260,2831223833,2017-05-19 15:14:09.974964,7,702,03,4.0,71,,2017-05-19
252963,254261,2831223833,2017-05-19 15:14:12.659900,7,701,,4.0,71,,2017-05-19
252964,254262,2831223833,2017-05-19 15:14:15.243896,7,701,,4.0,71,,2017-05-19
252965,254263,2831223833,2017-05-19 15:14:17.927419,7,701,,4.0,71,,2017-05-19
252966,254264,2831223833,2017-05-19 15:14:20.944546,7,701,,4.0,71,,2017-05-19
252967,254265,2831223833,2017-05-19 15:14:22.589509,7,702,08,4.0,71,,2017-05-19
252968,254266,2831223833,2017-05-19 15:14:22.797202,7,702,06,4.0,71,,2017-05-19
252969,254267,2831223833,2017-05-19 15:14:24.178148,7,701,,4.0,71,,2017-05-19
252970,254268,2831223833,2017-05-19 15:14:25.121829,7,702,07,4.0,71,,2017-05-19
252971,254269,2831223833,2017-05-19 15:14:28.863431,7,701,,4.0,71,,2017-05-19
252972,254270,2831223833,2017-05-19 15:14:33.663000,7,701,,4.0,71,,2017-05-19
252973,254271,2831223833,2017-05-19 15:14:34.879906,7,701,,4.0,71,,2017-05-19
